en,fr
"Readers should take note that the Government of Canada does not guarantee the accuracy of any of the information contained in this report, nor does it necessarily endorse the organizations listed herein.",Il ne saurait garantir l'exactitude des renseignements que renferme ce document; il n'accorde pas forcément sa caution aux organismes qui y sont mentionnés.
Readers should independently verify the accuracy and reliability of the information.,Il appartient donc aux lecteurs de vérifier l'exactitude et la fiabilité des renseignements fournis.
This report is intended as a concise overview of the market for those interested in its potential and is not intended to provide in-depth analysis which may be required by the individual exporter.,Le rapport donne une vue d’ensemble du marché à ceux qui désirent connaître les débouchés dont ils peuvent tirer parti; il ne vise pas à fournir l’analyse en profondeur dont l’exportateur pourrait avoir besoin.
Israel COUNTRY PROFILE,Israël PROFIL D’UN PAYS
"Economy The Israeli Economy is open and modern, featuring a well developed high tech sector.","Économie Israël possède une économie ouverte et moderne, dotée d’un secteur de technologie de pointe bien développé."
"With considerable help from foreign aid, government assistance and massive immigration, Israel has developed its economy considerably in the past 25 years.","Grâce à une aide étrangère importante, au soutien financier de l’État et à une immigration massive, l’économie israélienne a enregistré une forte croissance dans les 25 dernières années."
"Over this time, Israel’s economic perspective has shifted towards greater market orientation and an openness to the world economy.","Pendant cette période, les vues économiques d’Israël sont devenues plus axées sur le marché et se sont ouvertes à l’économie mondiale."
"Budget cuts, privatization, investment in infrastructure as well as tax cuts make up an economic reform strategy that has lead to economic growth of 1.2% in 2003.","La situation qui existait au regard de la sécurité a également eu des effets néfastes sur bon nombre de secteurs, mais la robustesse de la nouvelle économie israélienne promet une reprise lente, mais constante."
These fluctuations follow a worldwide economic downturn and slow recovery.,Vue d’ensemble Le produit intérieur brut (PIB) par habitant était d’environ 17 505 $US en 2001 et 15 782 $US en 2002.
"Deterioration in security conditions coupled with an economic slump effected all sectors, especially Israel’s fast growing high tech sector.",Des données récentes révèlent que le PIB s’est élevé à 16 244 $US en 2003 et qu’il atteindra 16 657 $US en 2004.
"Key sectors in the Israeli economy are information and communication technology, environment,",Ces fluctuations témoignent du ralentissement qu’a connu l’économie mondiale et
"agriculture, biotechnology and transportation.",de la lente reprise.
"It is estimated that nearly 33% of the workforce is employed in the services sector, delivering public, community and personal services.","La détérioration des conditions de sécurité et le marasme économique ont touché l’ensemble de l’industrie, plus particulièrement le secteur de la technologie de pointe qui est en forte croissance."
"This growth occurred while combating the challenges of: national security, the absorption of immigrants, establishing modern infrastructure and providing quality public services.","On estime que le secteur des services emploie près du tiers de la main-d’œuvre pour la prestation de services publics, communautaires et personnels."
"However, In 2003 Israel reported a trade deficit of US$6 billion, their lowest deficit since 1991.","Le marché d’exportation est passé de 5,6 milliards de dollars US en 1985 à 27,7 milliards de dollars US en 2003."
"In response to this negative balance, the government has established economic reforms, foreign investment incentives such as grants and tax exemptions, as well as free trade agreements with many countries, including Canada.","Cette croissance s’est produite alors que le pays faisait face à des défis relativement à la sécurité nationale, à une immigration massive, à la mise en place d’infrastructures modernes et à la prestation de services publics de qualité."
"These reforms seek to address the trade balance, as well as, challenges such as inflation and unemployment.",Le fait que le pays ait connu une telle croissance pendant une période difficile témoigne des excellentes possibilités qu’il offre.
Unemployment increased to 10.7% in 2003 due to high immigration rates as well as a rise in female participation in the labor force.,"Situation actuelle Il semble que l’économie israélienne poursuit sa croissance peu importe l’environnement politique, et qu’elle soit capable de s’y adapter."
"During economic downturns families required an additional wage earner - the ""added worker"" economic phenomenon ensued.","Toutefois, Israël a fait état en 2003 d’un déficit commercial de 6 milliards de dollars US, soit le plus faible depuis 1991."
However the 2003 economy displayed promise through a rise in the number of,"Pour éliminer cette balance déficitaire, le gouvernement a instauré des réformes économiques et des mesures d’incitation"
______________________________________________________________________________ Country Profile:,______________________________________________________________________________ Profil d’un pays :
employees and an increase in number of hours worked.,"à l’investissement étranger telles que les subventions, les exemptions fiscales et les accords de libre-échange avec un grand nombre de pays, dont le Canada."
